Open time,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume
1642125600,42581.12000000,42728.08000000,42425.03000000,42713.89000000,1136.25985000,48375744.69848730,29997,558.85182000,23796700.98407390
1642129200,42713.89000000,42738.47000000,42572.02000000,42623.87000000,1100.14262000,46924188.92376780,28767,470.30467000,20057887.64219420
1642132800,42623.87000000,42880.00000000,42610.02000000,42680.28000000,937.36417000,40063618.64111700,28329,533.43447000,22799807.78374450
1642136400,42679.00000000,42905.15000000,42640.01000000,42894.92000000,871.32726000,37268869.57470420,28015,479.88203000,20521562.82812180
1642140000,42895.00000000,42978.10000000,42776.73000000,42810.22000000,961.01177000,41198775.74816820,33197,508.86370000,21816848.31542950
1642143600,42810.22000000,42886.58000000,42599.99000000,42660.01000000,1246.12553000,53246389.23946560,32965,443.02624000,18932906.34443590
1642147200,42660.00000000,42678.82000000,42244.37000000,42519.99000000,1845.45077000,78359907.52516470,48738,746.19402000,31689354.90867250
1642150800,42519.99000000,42688.84000000,42450.20000000,42548.53000000,1013.53743000,43156693.96322180,31912,493.54899000,21017633.63939760
1642154400,42548.52000000,42611.63000000,41916.73000000,42075.29000000,2117.99354000,89512841.34560870,61362,888.35836000,37550673.50937330
1642158000,42075.29000000,42075.71000000,41826.82000000,42012.94000000,2651.35114000,111232628.22824750,63968,1116.67806000,46846292.94282830
1642161600,42012.94000000,42250.00000000,41725.95000000,42057.26000000,2023.37740000,85075470.92977550,48951,994.21971000,41805043.62775610
1642165200,42057.26000000,42321.23000000,42027.02000000,42165.00000000,1343.06319000,56693036.23772600,40002,595.75368000,25143972.79409190
1642168800,42165.01000000,43098.88000000,42117.81000000,42975.88000000,3013.09459000,128350678.18138610,68743,1541.16924000,65672862.17971910
1642172400,42975.89000000,43347.42000000,42772.92000000,43109.00000000,2617.86679000,112798869.88663900,68790,1233.26320000,53147019.94958180
1642176000,43109.00000000,43239.89000000,42863.00000000,43201.06000000,1549.41532000,66749935.58294450,45168,766.99519000,33045669.29739120
1642179600,43201.06000000,43270.96000000,42867.14000000,42913.26000000,1092.29876000,47002909.68130680,35691,485.66572000,20898412.21579190
1642183200,42913.26000000,43114.71000000,42777.00000000,43050.04000000,977.46771000,41937757.36299090,32181,480.62075000,20620160.80320950
1642186800,43050.04000000,43408.00000000,43004.16000000,43077.93000000,1012.43580000,43721469.80513030,36110,530.56205000,22915215.82789960
1642190400,43077.93000000,43189.86000000,43000.00000000,43100.94000000,624.56688000,26910958.48190140,27922,326.56111000,14070948.82379970
1642194000,43100.94000000,43448.78000000,43096.68000000,43293.89000000,831.62056000,35975715.64097430,31830,411.81967000,17815968.81243410
1642197600,43296.29000000,43393.75000000,43170.59000000,43250.56000000,714.78841000,30926148.76508130,28014,335.12660000,14499875.39595590
1642201200,43250.56000000,43286.70000000,43003.00000000,43059.96000000,661.80411000,28533751.82908870,27650,317.01318000,13667194.81254540
1642204800,43059.96000000,43174.00000000,42907.00000000,43100.01000000,776.16721000,33399263.04663140,30347,390.07658000,16785696.75767520
1642208400,43100.00000000,43150.00000000,42864.49000000,42967.80000000,712.20009000,30624620.93996490,26843,323.43435000,13906574.37807790
1642212000,42967.80000000,43090.00000000,42910.36000000,43090.00000000,659.69825000,28365923.39142640,24942,299.26388000,12869522.71906480
1642215600,43089.99000000,43121.05000000,42905.07000000,42927.96000000,825.12891000,35501201.92754010,26171,389.24154000,16747285.73226730
1642219200,42927.95000000,42961.46000000,42712.94000000,42907.71000000,1023.29118000,43854254.66142210,31303,448.90479000,19238012.64938610
1642222800,42907.72000000,43050.00000000,42820.68000000,42985.96000000,590.35999000,25345473.93581830,24480,287.54605000,12345342.03126850
1642226400,42985.97000000,43099.81000000,42873.53000000,43068.40000000,714.87178000,30724260.67715670,23937,367.16760000,15779800.74912610
1642230000,43068.40000000,43093.17000000,42928.78000000,43088.12000000,532.25493000,22889472.83773760,25950,265.80802000,11430892.05774430
1642233600,43088.12000000,43117.18000000,42956.00000000,42983.95000000,691.57797000,29762502.07857230,23901,266.92228000,11489504.24498770
1642237200,42983.94000000,43088.99000000,42884.01000000,43061.70000000,599.96966000,25777130.31975320,25912,287.65911000,12360223.80287570
1642240800,43061.70000000,43283.83000000,43002.02000000,43096.75000000,805.08877000,34751179.21077260,30045,416.22587000,17965750.08286250
1642244400,43096.75000000,43108.65000000,42958.67000000,43017.59000000,503.07822000,21651363.43615120,25140,242.60037000,10440720.06315430
1642248000,43017.59000000,43039.72000000,42555.00000000,42715.56000000,1441.46489000,61700499.13177170,46037,681.61964000,29178546.69887230
1642251600,42715.57000000,42973.28000000,42641.01000000,42906.51000000,846.44473000,36255569.96922490,33360,446.55262000,19125204.66795470
1642255200,42906.51000000,43315.00000000,42735.16000000,43186.48000000,1588.49558000,68372663.99793270,46665,817.69041000,35192140.24778640
1642258800,43186.47000000,43406.96000000,43077.79000000,43401.21000000,1104.13621000,47745017.58330990,35928,582.85017000,25206182.06199440
1642262400,43401.21000000,43430.98000000,43233.33000000,43338.22000000,1202.39500000,52095036.51559600,34779,645.12067000,27950592.70367010
1642266000,43338.21000000,43564.15000000,43251.61000000,43383.26000000,1662.49082000,72126375.98549560,47198,988.64552000,42890840.54994100
1642269600,43383.26000000,43391.11000000,43243.39000000,43334.93000000,992.47394000,42998417.39843670,34276,537.04048000,23267305.91997930
1642273200,43334.92000000,43554.79000000,43320.23000000,43528.34000000,712.82520000,30952601.85882080,26690,395.04164000,17153036.02590520
1642276800,43528.33000000,43800.00000000,43468.08000000,43485.00000000,1507.31496000,65784732.16646930,44710,791.19012000,34529698.87025340
1642280400,43485.00000000,43524.98000000,43160.23000000,43296.72000000,1085.45431000,47058556.26137510,30763,578.27542000,25075753.73532890
1642284000,43296.72000000,43398.40000000,43123.11000000,43237.40000000,627.40888000,27137993.82801290,27242,303.69446000,13133938.26805230
1642287600,43237.39000000,43375.00000000,43071.11000000,43084.29000000,731.46468000,31614152.38905570,26069,380.61456000,16453922.16673950
1642291200,43084.29000000,43117.50000000,42990.83000000,43069.70000000,772.86732000,33273015.14131890,33783,371.44143000,15991067.24844370
1642294800,43069.69000000,43153.63000000,42985.81000000,42996.99000000,405.42110000,17455120.47048080,21592,202.69851000,8726753.76006400
1642298400,42996.99000000,43087.18000000,42838.00000000,42923.66000000,1069.09285000,45958315.29010100,32212,483.50574000,20784007.78566960
1642302000,42922.93000000,43046.84000000,42861.49000000,42977.22000000,535.91601000,23020443.90156580,23855,290.29271000,12469318.87832530
1642305600,42977.22000000,43089.00000000,42850.16000000,43023.02000000,645.90962000,27772714.94782880,23835,317.65806000,13660186.40061560
1642309200,43023.57000000,43123.43000000,42953.17000000,42958.69000000,438.98823000,18904253.51913160,20738,212.18805000,9138052.05732940
1642312800,42953.17000000,43225.86000000,42925.88000000,43200.00000000,571.91117000,24657099.14254900,24431,297.90801000,12843499.35341010
1642316400,43200.00000000,43253.68000000,43117.24000000,43202.21000000,607.30016000,26239748.98861210,26790,305.61414000,13204513.12490920
1642320000,43202.21000000,43305.00000000,43059.99000000,43070.27000000,1312.70440000,56677239.11292160,45715,500.53052000,21611249.40876120
1642323600,43070.26000000,43131.37000000,43028.02000000,43074.99000000,1019.20468000,43915511.97409850,42690,453.61210000,19543857.37999470
1642327200,43074.99000000,43185.71000000,42868.31000000,42899.99000000,1172.94515000,50473819.97716250,32596,581.50968000,25021340.23107850
1642330800,42900.00000000,43042.67000000,42759.00000000,42968.29000000,1203.68411000,51612570.86213960,36680,608.82429000,26105984.19030070
1642334400,42968.30000000,43141.55000000,42954.16000000,43005.93000000,644.99288000,27773604.32156240,29116,338.15173000,14562230.25256630
1642338000,43005.93000000,43187.87000000,42581.79000000,43129.54000000,2260.54268000,96871787.59208660,52973,1065.73340000,45679419.56500200
1642341600,43129.54000000,43416.05000000,43026.70000000,43300.02000000,1422.48883000,61527512.68936580,43894,800.75443000,34640957.09696000
1642345200,43300.01000000,43350.00000000,43139.24000000,43219.53000000,997.18364000,43101483.06069100,32823,469.70436000,20305760.53236910
1642348800,43219.54000000,43475.00000000,43172.01000000,43381.45000000,947.19620000,41064286.37648610,35446,480.73559000,20840377.58495480
1642352400,43381.46000000,43428.83000000,43051.08000000,43071.88000000,762.74405000,32961045.37408380,28145,383.99138000,16591819.23984880
1642356000,43071.88000000,43126.04000000,42969.32000000,43066.80000000,620.03999000,26696015.11985770,25131,297.42151000,12805927.11607730
1642359600,43066.79000000,43081.28000000,42790.02000000,42824.79000000,960.43526000,41199967.15159760,29466,473.62199000,20313201.77228360
1642363200,42824.79000000,43117.05000000,42750.25000000,43029.01000000,763.88888000,32807972.48389020,28288,404.10399000,17360058.56569730
1642366800,43029.06000000,43093.01000000,42900.70000000,42951.01000000,417.16364000,17929388.01124690,18970,211.28855000,9080325.40470470
1642370400,42951.02000000,43245.00000000,42940.00000000,43190.01000000,523.45493000,22588374.69765580,22151,267.12189000,11526563.58986760
1642374000,43190.00000000,43263.15000000,43048.20000000,43071.66000000,526.27693000,22721843.84671270,20851,233.78085000,10093469.13463080
1642377600,43071.66000000,43176.18000000,42871.65000000,42891.12000000,732.88601000,31532000.21461520,27122,406.85553000,17510874.64377130
1642381200,42891.11000000,42946.93000000,42810.00000000,42894.05000000,787.82091000,33769808.87649870,25304,383.94184000,16456884.39038710
1642384800,42894.05000000,43000.00000000,42785.85000000,42918.60000000,642.62375000,27549854.46797620,27159,331.13904000,14198513.75535280
1642388400,42918.60000000,42981.46000000,42624.11000000,42647.40000000,903.82874000,38644284.44500200,33673,370.82016000,15860550.68337260
1642392000,42647.40000000,42807.95000000,42601.00000000,42622.99000000,1238.00312000,52865782.70035110,44242,673.34067000,28755213.54810090
1642395600,42622.99000000,42699.00000000,42300.00000000,42664.68000000,1505.02026000,63947632.42387180,47658,726.18557000,30853771.14404000
1642399200,42664.68000000,42865.58000000,42643.58000000,42748.92000000,789.67982000,33768927.03340180,27411,386.27074000,16517362.86880190
1642402800,42748.92000000,42967.99000000,42643.00000000,42656.03000000,783.37561000,33535195.30496970,29187,395.72781000,16942042.87701830
1642406400,42656.03000000,42866.48000000,42567.93000000,42790.35000000,927.53690000,39638044.42311870,32077,452.19343000,19324149.90569230
1642410000,42790.35000000,42900.00000000,42726.81000000,42838.94000000,1080.50371000,46258055.06270490,38600,464.33075000,19879236.62145110
1642413600,42838.94000000,42894.99000000,42629.56000000,42795.11000000,774.13875000,33117261.17049720,32941,367.98487000,15741703.56884490
1642417200,42795.11000000,42842.79000000,42646.90000000,42671.31000000,739.07400000,31583505.83440370,28916,355.35383000,15186963.38467590
1642420800,42671.30000000,42793.16000000,42429.02000000,42550.09000000,1202.17533000,51233170.80371090,43006,601.48700000,25638167.72321030
1642424400,42550.09000000,42694.99000000,42500.18000000,42646.38000000,921.17076000,39238601.76917120,37665,507.60495000,21624069.42388090
1642428000,42646.37000000,42741.97000000,42553.82000000,42661.71000000,722.90114000,30835541.59646360,29508,348.35599000,14859807.01482000
1642431600,42661.73000000,42686.68000000,42385.00000000,42477.66000000,1332.14094000,56653245.50456780,42305,641.93409000,27301663.67597940
1642435200,42477.67000000,42538.47000000,42122.05000000,42217.03000000,2462.67736000,104174585.45479170,64758,1233.36120000,52180642.66327610
1642438800,42217.02000000,42249.94000000,41950.00000000,42110.83000000,2484.08812000,104600889.20577140,65123,1245.94877000,52472460.90061580
1642442400,42110.84000000,42299.00000000,41822.74000000,42174.65000000,2307.10775000,96926189.55687920,55818,1061.85434000,44620280.18281920
1642446000,42174.66000000,42318.61000000,42095.69000000,42238.31000000,858.93504000,36250366.43213150,31924,394.75513000,16663319.07285380
1642449600,42238.31000000,42306.96000000,42013.12000000,42083.47000000,698.70792000,29467600.52863800,28187,349.52747000,14740883.38176930
1642453200,42078.64000000,42148.21000000,41609.78000000,41724.20000000,1463.10962000,61175280.51919490,46727,666.48837000,27867838.01821120
1642456800,41724.19000000,42392.66000000,41540.42000000,42077.19000000,1535.65406000,64400437.87628790,54016,768.43299000,32222697.75090060
1642460400,42077.18000000,42296.14000000,42049.38000000,42201.62000000,668.92651000,28215423.26182440,24702,314.64738000,13271378.77298360
1642464000,42201.63000000,42418.00000000,42129.97000000,42361.80000000,1131.74087000,47871466.94043900,35177,565.44102000,23914891.79104190
1642467600,42361.80000000,42436.66000000,42167.70000000,42260.90000000,1088.23648000,46016437.15336690,27720,498.66223000,21082243.95122350
1642471200,42260.90000000,42302.19000000,42142.85000000,42272.03000000,1166.27901000,49239331.76971390,34406,468.51573000,19778581.23028310
1642474800,42272.04000000,42298.47000000,41972.71000000,42040.54000000,1164.10379000,49051046.94386220,36384,470.79120000,19837239.68308830
1642478400,42040.53000000,42099.19000000,41886.25000000,42033.75000000,1440.30064000,60491415.53413290,37650,680.17916000,28568891.76113860
1642482000,42033.75000000,42191.02000000,41980.00000000,42097.25000000,986.83607000,41551500.44070620,29118,466.34946000,19634505.75915990
1642485600,42097.25000000,42337.30000000,42097.25000000,42236.07000000,619.17543000,26155830.55391060,26760,333.17705000,14074392.40622280
1642489200,42236.07000000,42276.38000000,41951.14000000,42061.94000000,1088.80389000,45800039.81241140,36423,628.88679000,26452518.62268030
1642492800,42065.42000000,42065.42000000,41639.51000000,41718.73000000,2003.03000000,83784018.11693000,59524,1017.89827000,42585859.85588170
1642496400,41718.73000000,41990.93000000,41453.00000000,41903.48000000,2143.90549000,89465106.29810420,56768,991.90586000,41410499.93601340
1642500000,41903.48000000,42050.00000000,41829.21000000,41924.72000000,775.47077000,32545950.61520900,28279,413.73219000,17364185.69877270
1642503600,41924.73000000,41930.00000000,41694.54000000,41854.14000000,1100.87011000,46017429.53566700,34557,520.64426000,21763675.34907330
1642507200,41854.13000000,41950.00000000,41628.29000000,41807.52000000,866.77803000,36190241.77397970,32388,444.09838000,18543606.63131670
1642510800,41807.52000000,41842.84000000,41400.00000000,41654.09000000,1490.11393000,61917688.49124560,46572,717.87200000,29829128.47073320
1642514400,41654.10000000,41689.39000000,41250.00000000,41449.34000000,2059.21594000,85361761.24079370,60130,1056.31457000,43792460.48331280
1642518000,41449.34000000,41842.96000000,41320.81000000,41587.27000000,1864.50617000,77631138.12406910,49539,996.58817000,41500309.19254460
1642521600,41587.26000000,41799.08000000,41381.66000000,41706.66000000,1248.53654000,51931109.72235840,40453,628.93059000,26161002.09068490
1642525200,41710.84000000,41737.38000000,41470.00000000,41489.04000000,906.15261000,37673264.64927300,33541,425.60484000,17694979.17000440
1642528800,41489.04000000,41672.01000000,41385.79000000,41607.37000000,929.00652000,38543615.60669700,33411,483.53195000,20061023.82411890
1642532400,41607.36000000,41770.80000000,41585.00000000,41699.61000000,683.74853000,28501984.66466020,25340,370.49670000,15443982.40966570
1642536000,41695.59000000,41784.97000000,41500.99000000,41784.27000000,729.04646000,30350574.66005430,25314,347.54086000,14470026.80613150
1642539600,41784.97000000,42484.08000000,41715.20000000,42369.92000000,2007.79475000,84695301.06455560,53743,1099.13999000,46355598.82214380
1642543200,42369.92000000,42691.00000000,42229.35000000,42480.96000000,1058.92433000,44918061.47420300,38261,543.32323000,23051219.06600410
1642546800,42480.96000000,42560.91000000,42334.88000000,42352.12000000,771.50621000,32755372.21310290,23603,358.19921000,15208131.60588580
1642550400,42352.12000000,42482.51000000,42163.02000000,42252.73000000,895.72209000,37888329.99536150,27214,420.41417000,17783033.31157560
1642554000,42246.51000000,42458.87000000,42246.32000000,42420.18000000,887.62908000,37621338.52064580,22854,423.67206000,17955403.94696660
1642557600,42420.17000000,42500.00000000,42291.31000000,42333.81000000,677.01377000,28701270.55659350,23380,317.44455000,13457973.19253060
1642561200,42340.23000000,42341.56000000,41582.99000000,41706.41000000,2078.03109000,87125635.53280210,51373,986.52683000,41341959.57736700
1642564800,41706.41000000,41807.97000000,41587.53000000,41712.02000000,1173.43626000,48913207.53985240,31372,613.29860000,25563784.72128140
1642568400,41712.01000000,41809.72000000,41651.09000000,41762.55000000,954.75233000,39849691.65089580,24693,408.85462000,17064526.09369850
1642572000,41765.99000000,41849.94000000,41674.98000000,41710.59000000,713.08843000,29788088.73649210,23476,313.71658000,13103756.66561300
1642575600,41710.59000000,41710.59000000,41161.20000000,41287.10000000,1996.21320000,82536158.01461330,57148,889.24469000,36767403.51875860
1642579200,41287.10000000,41400.00000000,41138.56000000,41368.68000000,1604.62511000,66222884.20083980,45657,828.44715000,34187534.01256480
1642582800,41368.68000000,41672.39000000,41324.67000000,41573.59000000,1248.91310000,51851655.74609230,35394,661.95734000,27481439.51956930
1642586400,41573.59000000,41616.52000000,41290.00000000,41505.53000000,1348.84706000,55905418.69202420,35186,669.20064000,27731381.37434150
1642590000,41509.06000000,42178.48000000,41498.42000000,42033.00000000,2283.17846000,95683815.34454450,57003,1180.90594000,49481514.97064550
1642593600,42033.00000000,42272.71000000,41893.62000000,42094.99000000,1326.28832000,55836311.77008670,40841,641.24610000,26997766.61255190
1642597200,42094.99000000,42332.07000000,42000.00000000,42191.85000000,1585.17043000,66860478.98835090,44969,756.61021000,31910361.12856320
1642600800,42191.85000000,42559.13000000,42057.19000000,42495.38000000,2215.91843000,93863095.83443450,55359,1240.67752000,52558322.39253970
1642604400,42495.38000000,42532.65000000,41832.13000000,41981.27000000,2091.32589000,88181035.76441700,61717,1008.11357000,42506611.04207560
1642608000,41981.27000000,42052.48000000,41697.46000000,41912.76000000,1519.92073000,63568304.44202680,52723,716.75133000,29976842.85195010
1642611600,41912.77000000,42355.90000000,41900.84000000,42151.01000000,2177.72567000,91812710.17340850,52405,1283.51239000,54112153.04314700
1642615200,42151.00000000,42235.04000000,41876.58000000,42005.00000000,908.24200000,38187204.81864220,32546,459.84392000,19331989.61241580
1642618800,42005.00000000,42049.36000000,41746.23000000,41873.79000000,851.45311000,35612530.07266450,34028,423.87359000,17730183.65772000
1642622400,41872.45000000,41961.51000000,41548.00000000,41631.40000000,1063.82649000,44351354.50525280,34854,493.86900000,20590205.88879590
1642626000,41629.35000000,41841.07000000,41627.25000000,41712.22000000,794.85516000,33171446.36661460,32348,340.20096000,14197545.35392550
1642629600,41712.22000000,41993.98000000,41637.63000000,41976.88000000,703.16640000,29426260.83959320,25303,314.00244000,13139820.77057620
1642633200,41976.89000000,41989.42000000,41635.24000000,41660.01000000,586.37898000,24520231.05398080,22685,211.35884000,8836088.41333260
1642636800,41660.00000000,41860.55000000,41639.88000000,41828.24000000,725.50552000,30301935.73409760,25120,335.37571000,14006408.22173870
1642640400,41828.23000000,41877.55000000,41655.82000000,41769.99000000,883.34090000,36885826.88327910,30742,425.63737000,17771627.92753180
1642644000,41770.00000000,42068.91000000,41766.69000000,41983.27000000,862.98405000,36201848.84510350,30652,461.14683000,19340911.91158090
1642647600,41983.26000000,42082.26000000,41880.07000000,41924.97000000,769.11255000,32259961.35863720,26822,321.91909000,13502827.74181390
1642651200,41924.97000000,41989.30000000,41861.02000000,41884.17000000,780.73780000,32719545.25460900,27302,365.12770000,15302039.96475530
1642654800,41884.17000000,41948.96000000,41768.48000000,41879.20000000,946.48571000,39612336.09003180,32494,434.50137000,18183775.64834420
1642658400,41879.19000000,42052.11000000,41871.10000000,42009.07000000,1209.73106000,50807394.80846870,28581,579.28674000,24328254.06303940
1642662000,42009.08000000,42148.00000000,41930.77000000,42058.31000000,665.60754000,27965997.18858720,25310,365.98556000,15377149.00689730
1642665600,42058.31000000,42084.91000000,41874.57000000,41966.58000000,592.15129000,24837317.16099440,24681,270.64911000,11352419.80012590
1642669200,41969.55000000,42085.00000000,41807.94000000,42053.53000000,831.48572000,34877386.67909260,26521,439.07190000,18420253.13745220
1642672800,42053.54000000,42149.39000000,42004.39000000,42105.29000000,888.07489000,37370035.36161290,27166,491.18878000,20669975.58142140
1642676400,42103.87000000,42232.76000000,42045.05000000,42129.44000000,837.12391000,35271146.11676890,36294,437.29647000,18424924.65715620
1642680000,42129.45000000,42131.71000000,41900.05000000,42033.76000000,1141.58213000,47934221.11345940,36199,555.77912000,23336441.87698230
1642683600,42033.77000000,42466.88000000,41970.19000000,42375.14000000,1980.38037000,83740897.47854860,47209,1093.75696000,46255431.82969380
1642687200,42374.09000000,43060.00000000,42368.77000000,42969.66000000,3692.57219000,157725425.96036090,79562,2136.16416000,91209189.70328180
1642690800,42969.67000000,43456.00000000,42936.91000000,43308.69000000,4058.16745000,175431436.97759310,90092,2114.15340000,91399131.96364550
1642694400,43308.70000000,43505.00000000,43144.84000000,43274.78000000,2473.72360000,107197670.02852440,64205,1161.07416000,50319183.39229010
1642698000,43274.77000000,43307.48000000,42985.54000000,43025.85000000,1396.99093000,60269907.66638830,38714,676.94806000,29207910.43094500
1642701600,43025.85000000,43090.04000000,42805.00000000,42834.19000000,1259.68649000,54131841.07314510,33138,498.83732000,21439209.34005880
1642705200,42834.19000000,43241.38000000,42808.55000000,42917.32000000,1365.17407000,58693597.23987300,38805,669.45403000,28788811.85858120
1642708800,42917.31000000,42996.64000000,42571.22000000,42723.71000000,1482.96957000,63359823.39374930,35761,711.02633000,30379356.36998300
1642712400,42723.72000000,42730.90000000,41309.00000000,41326.04000000,4756.00358000,199235031.46866600,97568,1818.09393000,76129919.13564420
1642716000,41326.04000000,41543.47000000,40860.00000000,41167.25000000,4147.20255000,170967466.29832430,108313,1846.10310000,76159563.98517960
1642719600,41164.57000000,41176.93000000,40553.31000000,40680.91000000,4583.54566000,187003150.22457170,87510,1992.90271000,81324772.73064390
1642723200,40680.92000000,41100.00000000,40404.00000000,40894.80000000,3247.34628000,132266017.39700280,78779,1593.59371000,64920907.75792130
1642726800,40894.81000000,40929.76000000,39730.00000000,39762.99000000,4172.35185000,167646813.96888230,103208,1635.60219000,65730817.82014150
1642730400,39763.00000000,40280.00000000,39267.86000000,39830.52000000,4354.45816700,173305102.53489936,109017,2014.22213000,80233349.87548143
1642734000,39835.99000000,39944.45000000,38220.00000000,38465.65000000,9508.82345500,369463207.72501352,182135,4064.85870700,157884302.72659065
1642737600,38465.65000000,39070.00000000,38437.15000000,38842.03000000,3091.42065000,119927472.97849370,67648,1595.86108000,61912730.55474530
1642741200,38842.03000000,38998.00000000,38700.19000000,38909.01000000,2658.65959000,103242444.73971130,56423,1300.51484000,50509982.13880180
1642744800,38909.01000000,38936.66000000,38536.87000000,38679.80000000,2090.99691000,80971275.83668790,49333,1052.69269000,40753960.69796870
1642748400,38680.01000000,39177.20000000,38465.67000000,39134.55000000,2102.96586000,81684787.95900620,54592,1109.36811000,43118196.46378910
1642752000,39136.31000000,39297.55000000,39006.71000000,39157.63000000,1916.83863000,75019416.94964870,57620,892.53637000,34930015.56582250
1642755600,39157.63000000,39189.63000000,38915.25000000,38959.77000000,1560.93293000,60922353.60614630,45839,709.98216000,27709292.25723060
1642759200,38959.77000000,39320.00000000,38848.35000000,38965.92000000,1604.74586000,62569940.09967490,45060,895.78601000,34931905.22691150
1642762800,38965.92000000,38979.20000000,38668.19000000,38898.18000000,1616.61558000,62721414.85936900,46334,807.88929000,31348300.03391080
1642766400,38898.19000000,38933.04000000,37710.00000000,38186.16000000,5714.99791300,218164873.50986067,131613,2496.11578100,95341342.50236532
1642770000,38186.16000000,38751.60000000,38150.03000000,38491.01000000,3898.63606000,149830531.84009120,97886,1984.88941000,76306262.58618280
1642773600,38491.01000000,38934.29000000,38253.48000000,38429.11000000,3134.16200000,120729808.56936340,80750,1661.12297000,64008042.98311910
1642777200,38429.12000000,39042.40000000,38103.13000000,38857.26000000,3629.43541000,140120796.78601200,80361,1858.80727000,71781067.66860130
1642780800,38857.24000000,39071.13000000,38514.00000000,38720.72000000,2224.01303000,86249375.25817450,55462,1081.13495000,41929260.73578370
1642784400,38720.72000000,38752.70000000,38284.84000000,38382.50000000,1904.82598000,73242556.46293260,53918,986.33177000,37926909.86744430
1642788000,38383.49000000,38644.02000000,37850.00000000,38265.12000000,2652.09840000,101504683.32428180,67381,1306.98551000,50048607.87184590
1642791600,38268.42000000,38500.00000000,37946.00000000,37984.12000000,1421.77249000,54348808.70041330,44615,666.46658000,25478400.57735480
1642795200,37984.11000000,38470.00000000,37601.00000000,38355.16000000,4168.14597400,158289845.58914879,87796,2059.58981000,78242299.84037030
1642798800,38350.62000000,38464.36000000,36158.00000000,36682.23000000,9838.08395600,364552652.65771425,199948,4109.69037500,152345547.51319435
1642802400,36682.23000000,37201.16000000,35440.45000000,36117.60000000,7369.87121400,267610991.31314543,184104,3140.83133600,114207110.87991014
1642806000,36123.85000000,36890.00000000,35780.66000000,36445.31000000,4978.69381000,181116530.55626300,112739,2590.21277000,94233173.55454470
1642809600,36445.31000000,36835.22000000,36136.66000000,36487.96000000,2851.78214000,104020735.51065590,74657,1487.13707000,54251899.80969740
1642813200,36487.96000000,36619.71000000,36032.02000000,36483.15000000,3329.20340000,121129873.85209310,61347,1471.47449000,53555465.74407110
1642816800,36483.15000000,36549.91000000,36263.00000000,36467.23000000,2152.67794000,78344068.77340640,52826,1133.76519000,41263694.22958770
1642820400,36467.22000000,36690.00000000,36009.98000000,36341.64000000,4636.90627000,168815966.71106660,77417,1730.03282000,63004365.16221650
1642824000,36340.43000000,36423.82000000,36200.00000000,36278.51000000,2333.69766000,84734614.38204890,47765,940.86970000,34170719.63016750
1642827600,36278.52000000,36342.71000000,35600.01000000,35738.77000000,3668.48226000,132150414.23086160,81855,1384.86915000,49886202.89565760
1642831200,35738.77000000,35984.68000000,35400.02000000,35719.00000000,4422.67160000,157988927.78036871,102441,2036.62970000,72777726.67874780
1642834800,35719.01000000,35895.00000000,35112.84000000,35400.02000000,5275.29564800,187228488.92186262,111531,2207.20672000,78364225.29776825
1642838400,35400.01000000,35819.73000000,35397.36000000,35599.94000000,3444.07533000,122776437.36708040,88316,1616.66626000,57632496.09745750
1642842000,35599.94000000,35737.15000000,34664.00000000,34814.49000000,6202.55083200,217977483.57876098,128972,2528.99580000,88905168.74542567
1642845600,34812.32000000,35948.01000000,34008.00000000,35488.54000000,13411.25493100,469568559.05984429,260904,6653.53751300,233026337.94847328
1642849200,35488.54000000,35693.09000000,34801.00000000,35406.76000000,4811.75394000,169761975.51547650,116899,2348.93843000,82881374.81033390
1642852800,35406.76000000,35900.00000000,35336.23000000,35768.00000000,4109.41153000,146377475.50538720,101847,2070.27727000,73734625.42509530
1642856400,35769.80000000,36192.76000000,35518.20000000,35576.30000000,3716.30079000,132993554.34134130,86040,1985.55629000,71044900.26265480
1642860000,35576.29000000,35656.93000000,34988.80000000,35009.27000000,2910.19612000,102976322.39850740,71519,1408.49968000,49883346.31399600
1642863600,35009.27000000,35319.99000000,34805.32000000,34838.68000000,3028.27691000,106134091.92591940,80979,1476.68004000,51757848.29675240
1642867200,34838.69000000,35501.96000000,34520.59000000,35100.02000000,4478.77231000,157187598.39525280,114058,2305.08526000,80882145.92382260
1642870800,35095.23000000,35217.94000000,34500.00000000,34610.01000000,2681.65926000,93301396.19561360,74145,1247.95852000,43440911.42374930
1642874400,34610.00000000,34800.00000000,34243.38000000,34392.12000000,2829.73802000,97601374.37425620,79723,1390.39491000,47954799.68429130
1642878000,34392.12000000,34854.84000000,34346.54000000,34528.62000000,1919.38842000,66352688.65070290,55347,946.96794000,32740680.48241280
1642881600,34528.61000000,35500.00000000,34415.95000000,35287.51000000,4223.21411000,148193838.45169750,98608,2287.65905000,80262285.44379680
1642885200,35287.50000000,35729.03000000,35078.55000000,35387.01000000,1986.50639000,70246706.39488410,56303,1043.74475000,36924088.10366640
1642888800,35383.95000000,35395.26000000,34728.12000000,34875.00000000,1148.42973000,40253891.28251840,45520,575.78008000,20179785.86282880
1642892400,34875.00000000,35107.00000000,34730.00000000,35071.42000000,899.09342000,31414564.43104460,30959,443.55160000,15502397.04772310
